arxiv_identity	first_public_utc	title	categories	screening_route	denominator_action	closure_reason	withdrawal_status
2608.30818v1	2026-08-31T14:00:31Z	ProofPulse: Interactive Proof Coverage Analysis for Dafny	cs.SE	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30819v1	2026-08-31T14:01:32Z	What Emerges and What Breaks in Self-Play Driving	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30820v1	2026-08-31T14:01:37Z	RealOOB: A Definition-Consistent Real-World Oriented Occlusion Boundary Benchmark	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30821v1	2026-08-31T14:03:20Z	Lucida: Parse, Generate, and Place for Composable Real-to-Sim Scene Modeling	cs.CV,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30822v1	2026-08-31T14:03:33Z	Towards Site-Selective Fabrication of Near-Infrared Emitters in hBN	physics.optics,physics.app-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30823v1	2026-08-31T14:03:36Z	Vocal Music under Phoneme-Conditional Analysis	cs.SD,cs.CL	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30824v1	2026-08-31T14:03:41Z	Whole-Body MRI Classification via Prompt-Based Clinical Conditioning	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30825v1	2026-08-31T14:05:04Z	Real-Time Reference Shaping for Servo Systems	eess.SY	weekly-route-trigger-check	pre-denominator closure	weekly-filtered category without an in-window Daily trigger or cross-listed durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30826v1	2026-08-31T14:05:07Z	Explainable deformable matched filtering reveals measurable departures from classical receiver theory in optical wireless communications	eess.SP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30827v1	2026-08-31T14:05:08Z	Error-Type-Aware Loss Reweighting for Robust Named Entity Recognition with Noisy LLM Labels	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30828v1	2026-08-31T14:05:23Z	Opinionated, Hesitant and Stressed: Three Studies of How Politicians Speak in Four Slavic Parliaments	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30829v1	2026-08-31T14:05:46Z	Free energy and phase transition for 2D directed polymers with critical spatial correlations	math.PR	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30830v1	2026-08-31T14:05:52Z	Adaptive KV Retention for LLM Agents at Human-Approval Timescales	cs.OS	daily-keyword-route-semantic-screen	retained	retained: durable AI-system mechanism or ownership/evaluation-contract delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30831v1	2026-08-31T14:06:12Z	Sharp discrete Hardy constants in dimensions three and four and strict upper bounds from dimension nine	math.FA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30832v1	2026-08-31T14:06:21Z	A Dual-Cam Parallel Elastic Actuator with Shared Gas-Spring Compensation for Humanoid Ankles	cs.RO	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30833v1	2026-08-31T14:06:36Z	Role of self-coherence in single-electron phase contrast imaging	cond-mat.mtrl-sci	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30834v1	2026-08-31T14:06:51Z	Metrological quantum-to-classical crossover in the volume of a noisy quasiperiodic lattice	quant-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30835v1	2026-08-31T14:07:15Z	Reliable Benchmarking of Artifact Detection in Computational Pathology: A Reproducibility and Uncertainty Analysis	cs.CV,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30836v1	2026-08-31T14:07:27Z	Channel Gains to Captions: Task-Unified Multi-Level RF Sensing with Vision-Language Models	eess.SP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30837v1	2026-08-31T14:07:47Z	Approximate Gromov--Hausdorff continuity of magnitude and weighting	math.MG	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30838v1	2026-08-31T14:08:50Z	Cosmic variance and ergodicity in finite systems with correlations	astro-ph.CO,gr-qc,physics.data-an	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30839v1	2026-08-31T14:09:41Z	Physical Adversarial Examples for Person Detectors in Thermal Images Based on 3D Modeling	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30840v1	2026-08-31T14:10:31Z	Real Schur Flow Acoustic Directivity and Helicity Effects within	physics.flu-dyn	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30841v1	2026-08-31T14:12:19Z	HSRM: Hidden-State Reward Models for Test-Time Verification	cs.AI,cs.CL	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30842v1	2026-08-31T14:12:23Z	Thesis Proposal: Toward a Human-Centered and Perspective-Aware Framework for Reproducible ML Evaluation and AI Alignment	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30843v1	2026-08-31T14:12:25Z	On the real angular stability radius for sectorial matrices	math.OC	triggered-backstop-check	pre-denominator closure	triggered-backstop category without a qualifying Daily trigger or durable AI-system delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30844v1	2026-08-31T14:13:09Z	Pretrained, Curriculum-Tuned, and Ensembled: A Tracer-Aware Interactive Segmentation Pipeline for AutoPET V	cs.CV,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30845v1	2026-08-31T14:13:55Z	Scalable Statistical Inference in Stochastic Gradient Descent	stat.CO	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30846v1	2026-08-31T14:14:21Z	VFR-Audit: Verdict-Level Reliability for Fairness Audits in Hospital Length-of-Stay Prediction	cs.AI	core-daily-full-semantic-screen	pre-denominator closure	application-specific study; title/abstract does not change a reusable AI-system state, control, or evaluation contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30847v1	2026-08-31T14:15:01Z	An Almgren-type formula for planar $p$-harmonic functions	math.AP	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
